7.421956043956043686e+03,1.243956043956042122e+05,1.675824175824176088e+00,1.791208791208790840e+00,1.609890109890109722e+00,3.357142857142856229e+01,-3.571428571428575394e-01,-8.626373626373604608e-01,-8.461538461538484768e-01,-9.505494505494506141e-01,-9.560439560439550899e-01,-9.835164835164813546e-01,2.765170329670298088e+03,2.333615384615295625e+03,2.328131868132033560e+03,2.249609890109997650e+03,2.248576923076841922e+03,1.914236263736333058e+03,1.764774725274736738e+03,1.776263736263750616e+03,1.662390109890109670e+03,1.220384615384617518e+03,1.242236263736260298e+03,1.516785714285713766e+03,0.000000000000000000e+00
1.696681250000000000e+04,3.212499999999998836e+05,1.562500000000000000e+00,1.843750000000000000e+00,1.500000000000000000e+00,3.887500000000000000e+01,-1.387778780781445676e-16,6.249999999999977796e-02,3.124999999999994449e-01,1.249999999999998890e-01,1.250000000000002220e-01,1.249999999999997780e-01,1.218243437500000000e+05,1.180315624999999854e+05,1.164370312500000000e+05,1.153992499999999854e+05,1.158831562500000000e+05,1.154033125000000146e+05,7.419749999999999091e+03,6.229281250000000000e+03,7.612125000000000000e+03,6.959937499999999091e+03,6.843593750000000000e+03,5.914156250000000000e+03,0.000000000000000000e+00
1.535144827586206884e+04,4.037931034482757095e+05,1.620689655172413701e+00,1.655172413793103203e+00,1.448275862068965525e+00,3.537931034482758719e+01,-1.000000000000000000e+00,-1.137931034482758674e+00,-1.172413793103448842e+00,-1.034482758620689724e+00,-1.172413793103447954e+00,-1.034482758620689946e+00,8.931379310344811529e+03,5.001344827586188330e+03,6.384344827586210158e+03,7.629310344827608787e+03,7.605586206896565272e+03,1.792534482758621743e+04,4.133379310344826081e+03,5.508172413793103260e+03,5.676827586206896740e+03,6.404724137931033511e+03,1.571534482758621562e+04,1.478700000000000000e+04,0.000000000000000000e+00
1.073594444444444525e+04,1.200000000000000000e+05,1.666666666666666741e+00,2.000000000000000000e+00,1.638888888888889062e+00,3.450000000000000000e+01,4.444444444444438092e-01,3.611111111111108829e-01,3.333333333333328152e-01,1.944444444444443088e-01,1.666666666666669627e-01,1.944444444444441977e-01,1.199287222222222481e+05,1.141952777777777810e+05,1.131157777777778101e+05,8.143361111111110949e+04,7.920266666666665697e+04,7.765011111111115315e+04,5.079138888888887777e+03,4.139527777777775555e+03,3.953722222222223536e+03,3.255194444444443889e+03,2.987694444444444343e+03,3.636888888888888232e+03,0.000000000000000000e+00
1.562307692307692378e+04,3.730769230769230635e+05,1.538461538461538547e+00,2.000000000000000000e+00,1.153846153846153966e+00,4.123076923076923350e+01,6.153846153846156408e-01,5.384615384615383249e-01,7.692307692307693845e-01,9.999999999999998890e-01,9.230769230769234612e-01,9.999999999999998890e-01,3.457951538461537566e+05,3.499221538461537566e+05,3.579916153846154921e+05,3.583644615384616191e+05,3.565283076923077460e+05,3.527196923076922540e+05,2.698438461538462434e+04,2.028953846153845734e+04,1.403169230769231035e+04,1.357900000000000000e+04,1.298607692307692196e+04,1.442369230769230853e+04,0.000000000000000000e+00
1.311988805970149224e+04,4.940298507462671841e+04,1.582089552238806096e+00,2.007462686567164312e+00,1.626865671641790856e+00,3.413432835820895406e+01,4.626865671641806066e-01,6.119402985074651191e-01,4.999999999999984457e-01,4.999999999999998890e-01,5.074626865671649778e-01,5.223880597014948224e-01,3.809634328358207131e+04,3.809979850746266311e+04,3.882404477611939365e+04,3.909379104477611691e+04,3.984676865671642008e+04,3.947354477611940092e+04,2.011350746268654802e+03,2.409470149253741511e+03,2.196694029850735660e+03,1.801619402985085344e+03,1.890417910447771192e+03,1.745082089552238813e+03,0.000000000000000000e+00
7.175224000000000160e+03,2.315999999999997963e+05,1.656000000000000361e+00,1.624000000000000998e+00,1.431999999999999496e+00,3.721999999999999176e+01,-7.880000000000000338e-01,-1.236000000000004206e+00,-1.263999999999997126e+00,-1.271999999999994024e+00,-1.260000000000003562e+00,-1.272000000000002462e+00,2.463836000000163040e+03,2.123891999999861582e+03,2.079379999999931897e+03,1.999536000000116474e+03,1.853087999999857857e+03,1.788296000000038475e+03,2.022084000000018023e+03,2.015916000000016538e+03,1.581660000000008949e+03,1.461407999999993535e+03,1.534487999999987551e+03,1.665903999999999542e+03,0.000000000000000000e+00
1.928837500000000000e+04,3.025000000000000000e+05,1.750000000000000000e+00,1.937500000000000000e+00,1.562500000000000000e+00,3.606250000000000000e+01,2.499999999999997780e-01,4.374999999999998335e-01,3.750000000000002220e-01,1.249999999999998890e-01,-5.551115123125782702e-17,-1.110223024625156540e-16,3.060367500000000582e+05,3.067304375000001164e+05,3.036586250000001164e+05,2.918523125000000582e+05,2.519847500000000582e+05,2.493031874999999418e+05,1.134781250000000000e+04,1.059437500000000000e+04,1.040550000000000000e+04,9.115875000000000000e+03,9.385437500000000000e+03,9.380437500000000000e+03,0.000000000000000000e+00
1.383725000000000000e+04,2.933333333333333139e+05,1.750000000000000000e+00,1.500000000000000000e+00,1.416666666666666741e+00,4.025000000000000000e+01,2.775557561562891351e-17,5.551115123125782702e-17,5.551115123125782702e-17,-5.551115123125782702e-17,5.551115123125782702e-17,-5.551115123125782702e-17,2.326386666666666861e+05,2.224561666666666570e+05,1.977700833333333430e+05,1.121205833333333430e+05,8.098516666666665697e+04,7.023991666666667152e+04,1.211066666666666606e+04,1.196725000000000000e+04,5.307250000000000000e+03,3.823333333333333030e+03,4.535166666666666970e+03,3.674916666666666060e+03,0.000000000000000000e+00
1.461882051282051361e+04,2.523076923076922540e+05,1.564102564102564097e+00,1.615384615384615197e+00,1.538461538461538547e+00,3.584615384615384670e+01,1.794871794871796822e-01,1.794871794871794046e-01,2.564102564102559434e-01,1.282051282051280827e-01,1.025641025641028659e-01,1.025641025641023107e-01,1.941592307692307804e+05,1.897441025641025626e+05,1.885167948717950203e+05,1.882911538461539312e+05,1.878657435897435644e+05,1.856598717948718113e+05,8.975076923076921958e+03,7.836564102564103450e+03,7.520051282051283124e+03,7.526846153846153356e+03,6.882897435897435571e+03,7.317641025641024498e+03,0.000000000000000000e+00
8.306383333333333212e+03,1.533333333333340124e+04,1.500000000000000444e+00,2.108333333333333393e+00,1.724999999999999645e+00,3.301666666666665861e+01,-5.833333333333351467e-02,8.333333333333414750e-03,-3.333333333333331483e-01,-6.250000000000001110e-01,-6.833333333333332371e-01,-1.024999999999998135e+00,8.462050000000024738e+03,5.348600000000020373e+03,3.133425000000133878e+03,2.943100000000071304e+03,2.001175000000024738e+03,1.401116666666624951e+03,1.613433333333330665e+03,1.482541666666677884e+03,1.124241666666655874e+03,1.427608333333345854e+03,7.812500000000100044e+02,1.570899999999999636e+03,0.000000000000000000e+00
1.790307792207792227e+04,7.415584415584398084e+04,1.753246753246753498e+00,1.922077922077921830e+00,1.623376623376623584e+00,3.380519480519480169e+01,2.077922077922071398e-01,2.857142857142868642e-01,3.636363636363642016e-01,3.246753246753245614e-01,2.467532467532458362e-01,2.727272727272740394e-01,6.938150649350647291e+04,6.965623376623375225e+04,7.043868831168831093e+04,6.937684415584412636e+04,7.123537662337662186e+04,6.960255844155845989e+04,3.247753246753252370e+03,3.561298701298697779e+03,2.713545454545455868e+03,2.927246753246752633e+03,2.763662337662342452e+03,2.924779220779220395e+03,0.000000000000000000e+00
1.755729629629629562e+04,3.065740740740738693e+05,1.657407407407407440e+00,1.592592592592593004e+00,1.444444444444444420e+00,3.546296296296296191e+01,-7.777777777777772350e-01,-6.666666666666666297e-01,-6.944444444444448639e-01,-6.018518518518519711e-01,-7.037037037037034981e-01,-7.129629629629632426e-01,1.063632407407415303e+04,9.199046296296372020e+03,1.269251851851861284e+04,1.012883333333337941e+04,9.571296296296335640e+03,1.001670370370367164e+04,4.878648148148147811e+03,7.911999999999996362e+03,4.958351851851853098e+03,4.785749999999999091e+03,5.341472222222222626e+03,4.747666666666666060e+03,0.000000000000000000e+00
1.513802649006622596e+04,4.982781456953652087e+05,1.569536423841059847e+00,1.503311258278146711e+00,1.350993377483443281e+00,4.061589403973511025e+01,-9.205298013245020172e-01,-1.245033112582780932e+00,-1.264900662251656094e+00,-1.298013245033110774e+00,-1.271523178807947296e+00,-1.258278145695362005e+00,3.161158940397297556e+03,2.304529801324446453e+03,2.422165562914058683e+03,2.668258278145789518e+03,2.395980132450291421e+03,2.799443708609287569e+03,2.127139072847683565e+03,2.158688741721865881e+03,2.164218543046345985e+03,2.049317880794714711e+03,2.458682119205307117e+03,2.619516556291390316e+03,0.000000000000000000e+00
1.254300000000000000e+04,1.500000000000000000e+05,1.555555555555555580e+00,1.888888888888888840e+00,1.555555555555555580e+00,3.400000000000000000e+01,2.775557561562891351e-17,0.000000000000000000e+00,0.000000000000000000e+00,-1.111111111111111327e-01,-4.444444444444444198e-01,-1.333333333333333259e+00,1.391461111111110949e+05,1.122247777777777519e+05,7.547955555555554747e+04,2.260822222222221899e+04,4.637999999999992724e+03,4.597555555555554747e+03,4.853444444444444343e+03,7.878222222222222626e+03,1.194777777777779193e+03,1.224444444444444343e+03,3.793888888888888687e+03,1.205777777777777374e+03,0.000000000000000000e+00
2.800400000000000000e+04,5.100000000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.112100000000000000e+04,4.813820000000000000e+05,5.597120000000000000e+05,1.636280000000000000e+05,1.174750000000000000e+05,1.166560000000000000e+05,4.933580000000000000e+05,1.227082000000000000e+06,1.645770000000000000e+05,5.100000000000000000e+02,6.239000000000000000e+03,4.550000000000000000e+03,0.000000000000000000e+00
